problem_id,language,reference_length,cand_1_codebleu,cand_1_compile,cand_1_pass,cand_2_codebleu,cand_2_compile,cand_2_pass,cand_3_codebleu,cand_3_compile,cand_3_pass,cand_4_codebleu,cand_4_compile,cand_4_pass,cand_5_codebleu,cand_5_compile,cand_5_pass,cand_6_codebleu,cand_6_compile,cand_6_pass,cand_7_codebleu,cand_7_compile,cand_7_pass,cand_8_codebleu,cand_8_compile,cand_8_pass,cand_9_codebleu,cand_9_compile,cand_9_pass,cand_10_codebleu,cand_10_compile,cand_10_pass
0,dart,687,0.67081,0,0,0.68689,0,0,0.70561,1,0,0.67388,0,0,0.70015,0,0,0.68376,0,0,0.69628,0,0,0.69628,0,0,0.69811,0,0,0.68993,0,0
1,dart,1184,0.59507,0,0,0.69791,1,0,0.66292,1,0,0.67676,1,1,0.64798,1,0,0.67845,0,0,0.69635,1,1,0.68573,1,0,0.68817,1,0,0.64932,1,0
2,dart,301,0.62312,1,0,0.61065,1,0,0.58019,1,0,0.58019,1,0,0.59472,1,0,0.58019,1,0,0.58019,1,0,0.54972,0,0,0.58019,1,0,0.59029,0,0
3,dart,471,0.71264,1,1,0.71043,1,1,0.71043,1,1,0.70674,1,1,0.71043,1,1,0.68456,1,1,0.69556,1,1,0.71043,1,1,0.71043,1,1,0.71043,1,1
4,dart,611,0.70818,0,0,0.5441,0,0,0.61063,0,0,0.67666,0,0,0.5386,0,0,0.67666,0,0,0.6211,0,0,0.72939,0,0,0.6551,0,0,0.5386,0,0
5,dart,564,0.7959,1,1,0.76163,1,1,0.7959,1,1,0.80785,1,1,0.80213,1,1,0.80213,1,1,0.79377,1,1,0.75873,1,1,0.77432,1,1,0.80785,1,1
6,dart,852,0.64672,1,0,0.69436,0,0,0.68262,1,0,0.56672,1,0,0.6544,1,0,0.6731,1,0,0.65633,1,0,0.66431,1,0,0.64752,1,0,0.66346,1,0
7,dart,547,0.5601,1,1,0.62078,1,1,0.55903,1,1,0.57801,1,1,0.55737,1,0,0.74185,1,1,0.74185,1,1,0.57801,1,1,0.58591,1,1,0.61345,1,1
8,dart,598,0.63252,1,0,0.65161,1,0,0.62789,1,0,0.63472,1,0,0.65428,1,0,0.67092,1,0,0.68612,0,0,0.65887,1,0,0.72613,1,0,0.68895,1,0
9,dart,807,0.64403,0,0,0.63987,1,0,0.67049,1,1,0.65379,0,0,0.65379,0,0,0.62767,1,1,0.6296,0,0,0.69429,0,0,0.65379,0,0,0.64965,0,0
