problem_id,language,reference_length,cand_1_codebleu,cand_1_compile,cand_1_pass,cand_2_codebleu,cand_2_compile,cand_2_pass,cand_3_codebleu,cand_3_compile,cand_3_pass,cand_4_codebleu,cand_4_compile,cand_4_pass,cand_5_codebleu,cand_5_compile,cand_5_pass,cand_6_codebleu,cand_6_compile,cand_6_pass,cand_7_codebleu,cand_7_compile,cand_7_pass,cand_8_codebleu,cand_8_compile,cand_8_pass,cand_9_codebleu,cand_9_compile,cand_9_pass,cand_10_codebleu,cand_10_compile,cand_10_pass
0,dart,687,0.68578,0,0,0.65796,0,0,0.67284,0,0,0.6796,0,0,0.64616,1,0,0.68756,0,0,0.65756,0,0,0.65756,0,0,0.674,0,0,0.66017,1,0
1,dart,1184,0.65938,1,0,0.68633,1,0,0.69177,1,0,0.70269,1,0,0.6452,1,1,0.67483,1,0,0.69137,1,0,0.68365,1,1,0.67134,1,1,0.6539,1,1
2,dart,301,0.25,0,0,0.58019,1,0,0.58019,1,0,0.56056,1,0,0.58019,1,0,0.25,0,0,0.25,0,0,0.25,0,0,0.58019,1,0,0.71786,0,0
3,dart,471,0.69556,1,1,0.65391,1,1,0.71043,1,1,0.62914,1,1,0.71043,1,1,0.68784,1,1,0.69556,1,1,0.71043,1,1,0.71043,1,1,0.68392,1,0
4,dart,611,0.5441,0,0,0.69027,0,0,0.5441,0,0,0.5441,0,0,0.60402,0,0,0.52237,0,0,0.5441,0,0,0.67666,0,0,0.66454,0,0,0.66517,0,0
5,dart,564,0.76633,1,1,0.83087,1,1,0.79467,1,1,0.79852,1,1,0.78834,1,1,0.7846,1,1,0.769,0,0,0.83087,1,1,0.76162,1,0,0.77432,1,1
6,dart,852,0.6554,1,0,0.25,0,0,0.63077,1,0,0.58884,1,0,0.66156,1,0,0.6604,1,0,0.25,0,0,0.66921,1,0,0.25,0,0,0.66963,1,0
7,dart,547,0.74185,1,1,0.25,0,0,0.74185,1,1,0.74185,1,1,0.6811,1,1,0.74185,1,1,0.74185,1,1,0.74185,1,1,0.74185,1,1,0.25,0,0
8,dart,598,0.66366,1,0,0.72613,1,0,0.65296,1,0,0.66608,1,0,0.60433,1,0,0.61041,1,0,0.64308,1,0,0.66738,1,0,0.63138,1,0,0.66843,1,0
9,dart,807,0.65379,0,0,0.65379,0,0,0.63908,1,1,0.65379,0,0,0.67255,1,1,0.67255,1,1,0.65534,0,0,0.70548,0,0,0.65379,0,0,0.68964,0,0
10,dart,798,0.64111,1,0,0.53568,1,0,0.62253,1,0,0.58678,1,0,0.58819,1,0,0.62336,1,0,0.62253,1,0,0.59004,1,0,0.64058,1,0,0.51985,0,0
11,dart,629,0.58242,1,0,0.63306,1,0,0.66515,1,1,0.66108,0,0,0.65693,1,0,0.67821,1,0,0.63284,0,0,0.6204,1,0,0.63934,0,0,0.63336,1,0
12,dart,534,0.71433,1,1,0.62745,1,1,0.6023,0,0,0.65072,1,1,0.55774,1,0,0.65072,1,1,0.70739,1,1,0.63114,1,1,0.70739,1,1,0.49271,0,0
