problem_id,language,reference_length,cand_1_codebleu,cand_1_compile,cand_1_pass,cand_2_codebleu,cand_2_compile,cand_2_pass,cand_3_codebleu,cand_3_compile,cand_3_pass,cand_4_codebleu,cand_4_compile,cand_4_pass,cand_5_codebleu,cand_5_compile,cand_5_pass,cand_6_codebleu,cand_6_compile,cand_6_pass,cand_7_codebleu,cand_7_compile,cand_7_pass,cand_8_codebleu,cand_8_compile,cand_8_pass,cand_9_codebleu,cand_9_compile,cand_9_pass,cand_10_codebleu,cand_10_compile,cand_10_pass
0,dart,687,0.70718,1,0,0.6705,1,0,0.67161,1,0,0.69628,0,0,0.6705,1,0,0.6705,1,0,0.70257,1,0,0.6705,1,0,0.67137,1,1,0.67161,1,0
1,dart,1184,0.67072,1,0,0.09002,0,0,0.66706,1,0,0.69168,1,0,0.61923,1,0,0.67492,1,1,0.16872,0,0,0.31922,0,0,0.69124,1,0,0.69008,1,0
2,dart,301,0.56056,1,0,0.56056,1,0,0.60754,0,0,0.60754,0,0,0.60754,0,0,0.60754,1,0,0.59472,1,0,0.59472,1,0,0.60754,0,0,0.59472,1,0
3,dart,471,0.69556,1,1,0.71043,1,1,0.69556,1,1,0.71043,1,1,0.71043,1,1,0.69556,1,1,0.69556,1,1,0.71043,1,1,0.71043,1,1,0.69556,1,1
4,dart,611,0.5441,0,0,0.5441,0,0,0.5441,0,0,0.5441,0,0,0.5441,0,0,0.5441,0,0,0.5441,0,0,0.5441,0,0,0.5386,0,0,0.5441,0,0
5,dart,564,0.78237,1,1,0.7959,1,1,0.7846,1,1,0.78237,1,1,0.7959,1,1,0.78237,1,1,0.78546,1,1,0.78237,1,1,0.78546,1,1,0.78237,1,1
6,dart,852,0.66911,1,0,0.55684,0,0,0.6989,1,0,0.65203,1,0,0.36401,0,0,0.28584,0,0,0.50256,0,0,0.67735,1,0,0.68583,1,0,0.28479,0,0
7,dart,547,0.48786,0,0,0.48205,0,0,0.47077,0,0,0.57801,0,0,0.40054,0,0,0.41317,0,0,0.57801,1,0,0.47688,0,0,0.443,0,0,0.59092,1,1
8,dart,598,0.68804,1,0,0.69266,1,0,0.6825,0,0,0.6962,1,0,0.62856,0,0,0.68804,1,0,0.67999,1,0,0.66416,0,0,0.68804,1,0,0.68804,1,0
9,dart,807,0.67885,1,1,0.67885,1,1,0.67885,1,1,0.67885,1,1,0.67885,1,1,0.67885,1,1,0.67885,1,1,0.67885,1,1,0.67885,1,1,0.67885,1,1
10,dart,798,0.5079,1,0,0.58944,1,0,0.44758,0,0,0.27793,0,0,0.4801,0,0,0.56157,1,0,0.58819,1,0,0.54502,1,0,0.49392,1,0,0.47876,0,0
11,dart,629,0.5456,1,0,0.05169,0,0,0.63967,1,0,0.59316,1,0,0.61905,1,0,0.56772,1,0,0.60156,1,0,0.56879,0,0,0.63339,0,0,0.60086,1,0
12,dart,534,0.67305,1,1,0.67305,1,1,0.67305,1,1,0.67305,1,1,0.6642,1,1,0.6477,1,1,0.67305,1,1,0.51707,0,0,0.67305,1,1,0.64398,1,1
13,dart,491,0.69041,1,1,0.69041,1,1,0.69041,1,1,0.69041,1,1,0.69041,1,1,0.69041,1,1,0.69041,1,1,0.69041,1,1,0.69041,1,1,0.69041,1,1
14,dart,381,0.74647,1,1,0.73446,1,1,0.76941,1,1,0.76941,1,1,0.73099,1,1,0.74647,1,1,0.76763,1,1,0.55515,0,0,0.7094,1,1,0.76763,1,1
15,dart,542,0.49292,0,0,0.32231,0,0,0.42837,0,0,0.44209,0,0,0.48748,1,0,0.33253,0,0,0.41675,0,0,0.49187,0,0,0.34829,0,0,0.49506,0,0
16,dart,319,0.4968,1,0,0.31197,0,0,0.49562,1,0,0.50695,1,0,0.51866,1,0,0.51866,1,0,0.33088,0,0,0.49842,1,0,0.53338,1,0,0.53222,1,0
17,dart,636,0.61141,1,0,0.58684,1,0,0.42164,0,0,0.07495,1,0,0.41194,0,0,0.33616,0,0,0.51259,1,0,0.31904,0,0,0.51988,0,0,0.46818,1,0
18,dart,486,0.59691,1,1,0.46125,0,0,0.58112,1,1,0.30273,0,0,0.09571,0,0,0.58112,1,1,0.37774,0,0,0.59691,1,1,0.07542,0,0,0.69106,1,1
19,dart,702,0.36806,0,0,0.49517,1,0,0.53495,0,0,0.47505,0,0,0.44393,0,0,0.45614,0,0,0.4759,0,0,0.14723,0,0,0.48282,0,0,0.46749,0,0
20,dart,1013,0.56454,0,0,0.59645,0,0,0.47005,0,0,0.30556,0,0,0.66347,1,0,0.64447,0,0,0.5844,0,0,0.65586,1,0,0.65696,1,0,0.64771,0,0
21,dart,701,0.25997,0,0,0.65048,0,0,0.5406,1,1,0.65048,0,0,0.6498,0,0,0.65048,0,0,0.6498,0,0,0.6498,0,0,0.6498,0,0,0.6498,0,0
22,dart,917,0.5908,1,1,0.5908,1,1,0.5908,1,1,0.57964,1,1,0.5908,1,1,0.5908,1,1,0.61186,1,1,0.44022,0,0,0.57964,1,1,0.5908,1,1
24,dart,420,0.65216,1,0,0.05098,0,0,0.69315,1,0,0.69315,1,0,0.69315,1,0,0.69315,1,0,0.69315,1,0,0.68665,1,0,0.65405,1,0,0.66861,1,0
26,dart,565,0.62902,1,0,0.59456,1,0,0.63783,1,0,0.6206,1,0,0.61646,1,0,0.6206,1,0,0.59456,1,0,0.61382,1,0,0.6206,1,0,0.6206,1,0
27,dart,753,0.58515,0,0,0.5995,1,1,0.56428,0,0,0.58515,0,0,0.60777,0,0,0.58515,0,0,0.63644,0,0,0.5995,1,1,0.5995,1,1,0.57463,1,1
28,dart,373,0.45284,1,1,0.50764,1,1,0.45459,1,1,0.50764,1,1,0.52649,1,1,0.50764,1,1,0.53505,1,1,0.45284,1,1,0.50764,1,1,0.52804,1,1
29,dart,671,0.56834,0,0,0.48065,0,0,0.45885,0,0,0.57719,1,1,0.38559,0,0,0.5655,0,0,0.43037,0,0,0.42349,0,0,0.46321,0,0,0.47142,0,0
30,dart,329,0.55757,1,1,0.56068,1,1,0.54265,1,1,0.54265,1,1,0.56318,1,1,0.54265,1,1,0.54265,1,1,0.54265,1,1,0.54265,1,1,0.54265,1,1
31,dart,502,0.61004,1,1,0.64339,1,1,0.64339,1,1,0.64339,1,1,0.6498,1,1,0.61004,1,1,0.64339,1,1,0.64339,1,1,0.61004,1,1,0.6498,1,1
