Model,Total_Attempts,Successful_Compilations,Failed_Compilations,Raw_Success_Rate,K_Value,Batch_Size,Avg_Compile@1,Avg_Compile@5
Qwen/Qwen3-4B-Thinking-2507,630,226,404,0.35873015873015873,5,8,0.35873015873015873,0.7142857142857143
