Model,Total_Attempts,Successful_Compilations,Failed_Compilations,Raw_Success_Rate,K_Value,Batch_Size,Avg_Compile@1,Avg_Compile@5
raafatabualazm/decompiler-v4,630,206,424,0.326984126984127,5,8,0.326984126984127,0.746031746031746
