Model,Total_Attempts,Successful_Compilations,Failed_Compilations,Raw_Success_Rate,K_Value,Batch_Size,Avg_Compile@1,Avg_Compile@5
raafatabualazm/decompiler-v1,630,199,431,0.31587301587301586,5,16,0.31587301587301586,0.6984126984126984
