problem_id,language,reference_length,cand_1_codebleu,cand_1_compile,cand_1_pass,cand_2_codebleu,cand_2_compile,cand_2_pass,cand_3_codebleu,cand_3_compile,cand_3_pass,cand_4_codebleu,cand_4_compile,cand_4_pass,cand_5_codebleu,cand_5_compile,cand_5_pass,cand_6_codebleu,cand_6_compile,cand_6_pass,cand_7_codebleu,cand_7_compile,cand_7_pass,cand_8_codebleu,cand_8_compile,cand_8_pass,cand_9_codebleu,cand_9_compile,cand_9_pass,cand_10_codebleu,cand_10_compile,cand_10_pass,cand_11_codebleu,cand_11_compile,cand_11_pass,cand_12_codebleu,cand_12_compile,cand_12_pass,cand_13_codebleu,cand_13_compile,cand_13_pass,cand_14_codebleu,cand_14_compile,cand_14_pass,cand_15_codebleu,cand_15_compile,cand_15_pass,cand_16_codebleu,cand_16_compile,cand_16_pass,cand_17_codebleu,cand_17_compile,cand_17_pass,cand_18_codebleu,cand_18_compile,cand_18_pass,cand_19_codebleu,cand_19_compile,cand_19_pass,cand_20_codebleu,cand_20_compile,cand_20_pass,cand_21_codebleu,cand_21_compile,cand_21_pass,cand_22_codebleu,cand_22_compile,cand_22_pass,cand_23_codebleu,cand_23_compile,cand_23_pass,cand_24_codebleu,cand_24_compile,cand_24_pass,cand_25_codebleu,cand_25_compile,cand_25_pass
97,dart,780,0.29817,0,0,0.31477,0,0,0.28135,0,0,0.30934,0,0,0.30697,0,0,0.34039,0,0,0.3073,0,0,0.32465,0,0,0.32954,0,0,0.36726,0,0,0.40899,0,0,0.28862,0,0,0.3003,0,0,0.41875,0,0,0.31665,0,0,0.38469,0,0,0.32898,0,0,0.05674,0,0,0.31703,0,0,0.04694,0,0,0.31902,0,0,0.36865,0,0,0.30541,0,0,0.32097,0,0,0.33725,0,0
98,dart,214,0.29398,0,0,0.31665,0,0,0.29165,0,0,0.35554,0,0,0.35547,0,0,0.30852,0,0,0.28017,0,0,0.31439,0,0,0.35904,0,0,0.31492,0,0,0.27363,0,0,0.30916,0,0,0.33491,0,0,0.31055,0,0,0.04133,0,0,0.28117,0,0,0.34048,0,0,0.3553,0,0,0.30548,0,0,0.30624,0,0,0.33724,0,0,0.35365,0,0,0.40094,0,0,0.33091,0,0,0.31273,0,0
99,dart,730,0.29941,0,0,0.31789,0,0,0.3256,0,0,0.39665,0,0,0.30128,0,0,0.3172,0,0,0.3023,0,0,0.36686,0,0,0.3519,0,0,0.33551,0,0,0.39983,0,0,0.3476,0,0,0.34343,0,0,0.40868,0,0,0.37152,0,0,0.31835,0,0,0.32387,0,0,0.32383,0,0,0.31271,0,0,0.31781,0,0,0.29364,0,0,0.31429,0,0,0.33933,0,0,0.34495,0,0,0.29066,0,0
100,dart,485,0.34537,0,0,0.30356,0,0,0.29712,0,0,0.29648,0,0,0.29357,0,0,0.29546,0,0,0.26459,0,0,0.35267,0,0,0.39459,0,0,0.33873,0,0,0.34517,0,0,0.32745,0,0,0.32437,0,0,0.32618,0,0,0.30094,0,0,0.12798,0,0,0.28568,0,0,0.30355,0,0,0.29842,0,0,0.33084,0,0,0.2714,0,0,0.32609,0,0,0.31397,0,0,0.32421,0,0,0.30612,0,0
101,dart,484,0.40415,0,0,0.33409,0,0,0.35738,0,0,0.32115,0,0,0.35458,0,0,0.30724,0,0,0.30877,0,0,0.31476,0,0,0.29788,0,0,0.28716,0,0,0.34019,0,0,0.31369,0,0,0.27205,0,0,0.33148,0,0,0.31114,0,0,0.30696,0,0,0.30878,0,0,0.39623,0,0,0.31913,0,0,0.3233,0,0,0.30525,0,0,0.39156,0,0,0.35372,0,0,0.33489,0,0,0.34913,0,0
102,dart,43,0.38467,0,0,0.27216,0,0,0.29237,0,0,0.34123,0,0,0.28796,0,0,0.31616,0,0,0.29254,0,0,0.29303,0,0,0.37971,0,0,0.33908,0,0,0.37948,0,0,0.31882,0,0,0.38057,0,0,0.30723,0,0,0.30134,0,0,0.32572,0,0,0.28895,0,0,0.38326,0,0,0.3404,0,0,0.31856,0,0,0.38538,0,0,0.38131,0,0,0.31221,0,0,0.2903,0,0,0.29007,0,0
103,dart,43,0.27523,0,0,0.27273,0,0,0.3348,0,0,0.28606,0,0,0.28482,0,0,0.26825,0,0,0.33333,0,0,0.26923,0,0,0.27418,0,0,0.33487,0,0,0.28267,0,0,0.2818,0,0,0.25258,0,0,0.01616,0,0,0.28514,0,0,0.28571,0,0,0.28492,0,0,0.28274,0,0,0.3,0,0,0.26647,0,0,0.3059,0,0,0.2756,0,0,0.29717,0,0,0.26461,0,0,0.28033,0,0
104,dart,419,0.30847,0,0,0.29821,0,0,0.30562,0,0,0.31087,0,0,0.30454,0,0,0.35387,0,0,0.36104,0,0,0.31629,0,0,0.32674,0,0,0.32197,0,0,0.3603,0,0,0.31201,0,0,0.31675,0,0,0.29782,0,0,0.30249,0,0,0.34199,0,0,0.35644,0,0,0.31759,0,0,0.2795,0,0,0.34077,0,0,0.34525,0,0,0.30755,0,0,0.36474,0,0,0.40564,0,0,0.27201,0,0
105,dart,691,0.28376,0,0,0.32279,0,0,0.27992,0,0,0.04431,0,0,0.34532,0,0,0.30328,0,0,0.0436,0,0,0.28239,0,0,0.29722,0,0,0.28759,0,0,0.27565,0,0,0.32326,0,0,0.31457,0,0,0.29798,0,0,0.31868,0,0,0.29516,0,0,0.35165,0,0,0.33784,0,0,0.38522,0,0,0.28053,0,0,0.3054,0,0,0.30326,0,0,0.30293,0,0,0.27206,0,0,0.0265,0,0
106,dart,1238,0.31238,0,0,0.41775,0,0,0.37587,0,0,0.38431,0,0,0.36444,0,0,0.31713,0,0,0.34167,0,0,0.37767,0,0,0.32624,0,0,0.38164,0,0,0.44965,0,0,0.34924,0,0,0.37447,0,0,0.43007,0,0,0.44245,0,0,0.3219,0,0,0.32377,0,0,0.35905,0,0,0.33833,0,0,0.36217,0,0,0.34859,0,0,0.30883,0,0,0.33299,0,0,0.32374,0,0,0.42725,0,0
107,dart,1173,0.33482,0,0,0.39361,0,0,0.34815,0,0,0.36532,0,0,0.34573,0,0,0.37926,0,0,0.41947,0,0,0.32473,0,0,0.34668,0,0,0.37764,0,0,0.3442,0,0,0.34528,0,0,0.40515,0,0,0.36866,0,0,0.41667,0,0,0.33147,0,0,0.37002,0,0,0.36843,0,0,0.34438,0,0,0.41388,0,0,0.08123,0,0,0.35315,0,0,0.06157,0,0,0.09212,0,0,0.39087,0,0
108,dart,1076,0.37676,0,0,0.3049,0,0,0.38221,0,0,0.35865,0,0,0.37783,0,0,0.33174,0,0,0.37373,0,0,0.33613,0,0,0.36449,0,0,0.46257,0,0,0.32886,0,0,0.33346,0,0,0.35877,0,0,0.33701,0,0,0.35288,0,0,0.35181,0,0,0.37299,0,0,0.33133,0,0,0.30886,0,0,0.36201,0,0,0.3465,0,0,0.31811,0,0,0.33373,0,0,0.35184,0,0,0.37335,0,0
109,dart,3076,0.35508,0,0,0.36131,0,0,0.32033,0,0,0.38728,0,0,0.34459,0,0,0.34083,0,0,0.33789,0,0,0.4708,0,0,0.33614,0,0,0.39687,0,0,0.35031,0,0,0.35567,0,0,0.33917,0,0,0.38422,0,0,0.34229,0,0,0.40699,0,0,0.36758,0,0,0.34608,0,0,0.34254,0,0,0.3403,0,0,0.33842,0,0,0.38771,0,0,0.33713,0,0,0.42868,0,0,0.35037,0,0
110,dart,435,0.41309,0,0,0.36741,0,0,0.32731,0,0,0.28756,0,0,0.29861,0,0,0.36754,0,0,0.37974,0,0,0.30195,0,0,0.28382,0,0,0.37008,0,0,0.41439,0,0,0.29417,0,0,0.4498,0,0,0.32501,0,0,0.31871,0,0,0.31761,0,0,0.41273,0,0,0.31911,0,0,0.34868,0,0,0.33413,0,0,0.30859,0,0,0.36892,0,0,0.30474,0,0,0.33272,0,0,0.40405,0,0
111,dart,874,0.29624,0,0,0.34043,0,0,0.35433,0,0,0.3483,0,0,0.30962,0,0,0.39302,0,0,0.36558,0,0,0.31797,0,0,0.35595,0,0,0.34038,0,0,0.3167,0,0,0.35868,0,0,0.40991,0,0,0.34349,0,0,0.31461,0,0,0.34436,0,0,0.39899,0,0,0.39646,0,0,0.31448,0,0,0.31782,0,0,0.34167,0,0,0.30622,0,0,0.31934,0,0,0.32703,0,0,0.35924,0,0
112,dart,2146,0.33095,0,0,0.29127,0,0,0.3246,0,0,0.38208,0,0,0.37157,0,0,0.30974,0,0,0.38978,0,0,0.37091,0,0,0.33921,0,0,0.37137,0,0,0.31261,0,0,0.40815,0,0,0.29261,0,0,0.30804,0,0,0.36406,0,0,0.34325,0,0,0.41809,0,0,0.32432,0,0,0.35902,0,0,0.3688,0,0,0.36085,0,0,0.29279,0,0,0.30722,0,0,0.37042,0,0,0.33933,0,0
113,dart,515,0.36262,0,0,0.34396,0,0,0.38045,0,0,0.40114,0,0,0.33642,0,0,0.3362,0,0,0.32036,0,0,0.36226,0,0,0.33957,0,0,0.33785,0,0,0.32863,0,0,0.30532,0,0,0.35382,0,0,0.29576,0,0,0.40684,0,0,0.37641,0,0,0.32921,0,0,0.37254,0,0,0.33433,0,0,0.35642,0,0,0.29984,0,0,0.31266,0,0,0.34436,0,0,0.3125,0,0,0.36265,0,0
114,dart,933,0.35718,0,0,0.31474,0,0,0.29058,0,0,0.34625,0,0,0.29857,0,0,0.41288,0,0,0.32778,0,0,0.28161,0,0,0.35846,0,0,0.29752,0,0,0.31464,0,0,0.3077,0,0,0.31451,0,0,0.32628,0,0,0.33585,0,0,0.33708,0,0,0.29978,0,0,0.33071,0,0,0.31098,0,0,0.27522,0,0,0.28906,0,0,0.33103,0,0,0.35682,0,0,0.35852,0,0,0.30396,0,0
115,dart,86,0.39458,0,0,0.32238,0,0,0.3093,0,0,0.32335,0,0,0.28912,0,0,0.31269,0,0,0.33693,0,0,0.329,0,0,0.39216,0,0,0.39231,0,0,0.31052,0,0,0.39906,0,0,0.33283,0,0,0.38978,0,0,0.29318,0,0,0.39152,0,0,0.32818,0,0,0.29699,0,0,0.29826,0,0,0.35113,0,0,0.32954,0,0,0.35178,0,0,0.37323,0,0,0.31785,0,0,0.29726,0,0
116,dart,86,0.27034,0,0,0.30952,0,0,0.35717,0,0,0.38847,0,0,0.37068,0,0,0.29093,0,0,0.29146,0,0,0.37522,0,0,0.32896,0,0,0.29185,0,0,0.35236,0,0,0.35987,0,0,0.35561,0,0,0.29263,0,0,0.29417,0,0,0.34737,0,0,0.35103,0,0,0.31095,0,0,0.36739,0,0,0.30697,0,0,0.28855,0,0,0.32914,0,0,0.26775,0,0,0.30133,0,0,0.34899,0,0
117,dart,265,0.29767,0,0,0.35939,0,0,0.36245,0,0,0.31477,0,0,0.3585,0,0,0.35145,0,0,0.3835,0,0,0.29369,0,0,0.30519,0,0,0.36013,0,0,0.37429,0,0,0.3703,0,0,0.37635,0,0,0.34414,0,0,0.31364,0,0,0.32533,0,0,0.3522,0,0,0.43186,0,0,0.32555,0,0,0.36456,0,0,0.35867,0,0,0.31519,0,0,0.3397,0,0,0.40622,0,0,0.29935,0,0
118,dart,432,0.39166,0,0,0.3475,0,0,0.35205,0,0,0.35818,0,0,0.34908,0,0,0.40752,0,0,0.3348,0,0,0.37092,0,0,0.35049,0,0,0.34896,0,0,0.37351,0,0,0.34292,0,0,0.36998,0,0,0.40186,0,0,0.3462,0,0,0.35151,0,0,0.35516,0,0,0.41462,0,0,0.37399,0,0,0.34213,0,0,0.32479,0,0,0.40226,0,0,0.18854,0,0,0.36822,0,0,0.31804,0,0
119,dart,101,0.34776,0,0,0.30356,0,0,0.29538,0,0,0.28262,0,0,0.3236,0,0,0.38892,0,0,0.32754,0,0,0.30601,0,0,0.28338,0,0,0.34538,0,0,0.29672,0,0,0.34739,0,0,0.34514,0,0,0.30525,0,0,0.34897,0,0,0.27733,0,0,0.38757,0,0,0.28789,0,0,0.32575,0,0,0.3475,0,0,0.3071,0,0,0.28611,0,0,0.30787,0,0,0.33426,0,0,0.31045,0,0
120,dart,147,0.29735,0,0,0.27125,0,0,0.31758,0,0,0.30074,0,0,0.04834,0,0,0.12398,0,0,0.33905,0,0,0.30567,0,0,0.27433,0,0,0.03864,0,0,0.29198,0,0,0.33982,0,0,0.33695,0,0,0.31904,0,0,0.38913,0,0,0.36191,0,0,0.32944,0,0,0.09563,0,0,0.28629,0,0,0.30785,0,0,0.0605,0,0,0.26668,0,0,0.05254,0,0,0.27227,0,0,0.29107,0,0
121,dart,4338,0.3598,0,0,0.3545,0,0,0.35145,0,0,0.36522,0,0,0.39362,0,0,0.33969,0,0,0.37501,0,0,0.39535,0,0,0.33709,0,0,0.37684,0,0,0.32594,0,0,0.35238,0,0,0.38044,0,0,0.42424,0,0,0.49238,0,0,0.40677,0,0,0.4132,0,0,0.38974,0,0,0.3828,0,0,0.36392,0,0,0.34222,0,0,0.34202,0,0,0.34008,0,0,0.36619,0,0,0.39938,0,0
122,dart,5416,0.42551,0,0,0.3907,0,0,0.43958,0,0,0.36818,0,0,0.39949,0,0,0.4188,0,0,0.38656,0,0,0.39744,0,0,0.37792,0,0,0.41247,0,0,0.40001,0,0,0.39364,0,0,0.38836,0,0,0.39519,0,0,0.10711,0,0,0.34748,0,0,0.3941,0,0,0.40868,0,0,0.44238,0,0,0.30792,0,0,0.41055,0,0,0.42614,0,0,0.37879,0,0,0.39259,0,0,0.37227,0,0
123,dart,366,0.29934,0,0,0.35616,0,0,0.34073,0,0,0.3269,0,0,0.32624,0,0,0.3258,0,0,0.3331,0,0,0.36027,0,0,0.40464,0,0,0.35964,0,0,0.31702,0,0,0.29414,0,0,0.34613,0,0,0.31512,0,0,0.3458,0,0,0.31677,0,0,0.33139,0,0,0.33527,0,0,0.29116,0,0,0.05982,0,0,0.31382,0,0,0.33696,0,0,0.35589,0,0,0.28514,0,0,0.35904,0,0
124,dart,637,0.33747,0,0,0.33229,0,0,0.31217,0,0,0.37124,0,0,0.36223,0,0,0.35939,0,0,0.38259,0,0,0.34785,0,0,0.33506,0,0,0.33805,0,0,0.32874,0,0,0.35039,0,0,0.33384,0,0,0.37991,0,0,0.32409,0,0,0.4324,0,0,0.31691,0,0,0.34211,0,0,0.33944,0,0,0.42883,0,0,0.43323,0,0,0.35653,0,0,0.3782,0,0,0.32606,0,0,0.31745,0,0
125,dart,21,0.34522,0,0,0.38922,0,0,0.3006,0,0,0.32217,0,0,0.30049,0,0,0.34135,0,0,0.34087,0,0,0.36724,0,0,0.32121,0,0,0.31159,0,0,0.30245,0,0,0.38219,0,0,0.32978,0,0,0.34215,0,0,0.38516,0,0,0.28738,0,0,0.32197,0,0,0.32261,0,0,0.29443,0,0,0.2937,0,0,0.25714,0,0,0.31024,0,0,0.32297,0,0,0.30108,0,0,0.38565,0,0
126,dart,121,0.18306,0,0,0.19954,0,0,0.18122,0,0,0.14321,0,0,0.27878,0,0,0.13403,0,0,0.21842,0,0,0.17692,0,0,0.09716,0,0,0.17712,0,0,0.14177,0,0,0.1802,0,0,0.18499,0,0,0.05064,0,0,0.19227,0,0,0.04786,0,0,0.09314,0,0,0.26705,0,0,0.11154,0,0,0.18111,0,0,0.22206,0,0,0.17479,0,0,0.20745,0,0,0.18241,0,0,0.17767,0,0
127,dart,305,0.42447,0,0,0.33467,0,0,0.35934,0,0,0.34855,0,0,0.33041,0,0,0.34593,0,0,0.42465,0,0,0.43093,0,0,0.31572,0,0,0.33099,0,0,0.34672,0,0,0.32333,0,0,0.36293,0,0,0.42228,0,0,0.41368,0,0,0.04394,0,0,0.35146,0,0,0.31887,0,0,0.37516,0,0,0.30966,0,0,0.33469,0,0,0.07018,0,0,0.32045,0,0,0.3304,0,0,0.06257,0,0
128,dart,528,0.38659,0,0,0.42512,0,0,0.38511,0,0,0.37031,0,0,0.06254,0,0,0.33435,0,0,0.33658,0,0,0.43066,0,0,0.34266,0,0,0.3379,0,0,0.40468,0,0,0.37121,0,0,0.10217,0,0,0.33077,0,0,0.34629,0,0,0.40166,0,0,0.33987,0,0,0.33667,0,0,0.37117,0,0,0.34443,0,0,0.3916,0,0,0.3598,0,0,0.3331,0,0,0.37944,0,0,0.37717,0,0
129,dart,479,0.34599,0,0,0.41231,0,0,0.35704,0,0,0.37691,0,0,0.32451,0,0,0.32974,0,0,0.36122,0,0,0.32246,0,0,0.38717,0,0,0.32646,0,0,0.36225,0,0,0.3451,0,0,0.35305,0,0,0.36646,0,0,0.40747,0,0,0.31973,0,0,0.33345,0,0,0.28523,0,0,0.36222,0,0,0.27687,0,0,0.31712,0,0,0.30239,0,0,0.3093,0,0,0.30987,0,0,0.39008,0,0
130,dart,365,0.35383,0,0,0.30488,0,0,0.30443,0,0,0.35388,0,0,0.38403,0,0,0.33238,0,0,0.29396,0,0,0.31064,0,0,0.27956,0,0,0.30154,0,0,0.32881,0,0,0.04584,0,0,0.30862,0,0,0.28311,0,0,0.28119,0,0,0.31281,0,0,0.30003,0,0,0.3464,0,0,0.33574,0,0,0.27797,0,0,0.3117,0,0,0.28503,0,0,0.29405,0,0,0.39467,0,0,0.29111,0,0
131,dart,148,0.30785,0,0,0.30257,0,0,0.39598,0,0,0.26889,0,0,0.33946,0,0,0.35363,0,0,0.35907,0,0,0.28877,0,0,0.35098,0,0,0.27246,0,0,0.29755,0,0,0.31394,0,0,0.3322,0,0,0.29684,0,0,0.30204,0,0,0.28836,0,0,0.35743,0,0,0.28448,0,0,0.35965,0,0,0.29002,0,0,0.29819,0,0,0.31594,0,0,0.03628,0,0,0.31241,0,0,0.30316,0,0
132,dart,182,0.30308,0,0,0.39825,0,0,0.04625,0,0,0.31599,0,0,0.0704,0,0,0.3519,0,0,0.34255,0,0,0.36494,0,0,0.33126,0,0,0.4113,0,0,0.04774,0,0,0.34027,0,0,0.30373,0,0,0.31845,0,0,0.338,0,0,0.36432,0,0,0.39439,0,0,0.35268,0,0,0.35408,0,0,0.32955,0,0,0.35613,0,0,0.28945,0,0,0.31891,0,0,0.35379,0,0,0.33329,0,0
133,dart,685,0.36135,0,0,0.34217,0,0,0.35412,0,0,0.31876,0,0,0.3364,0,0,0.31684,0,0,0.31929,0,0,0.32384,0,0,0.30901,0,0,0.35403,0,0,0.31261,0,0,0.36489,0,0,0.32467,0,0,0.36305,0,0,0.33566,0,0,0.35751,0,0,0.35671,0,0,0.32764,0,0,0.34933,0,0,0.35968,0,0,0.35925,0,0,0.34721,0,0,0.30968,0,0,0.35818,0,0,0.29568,0,0
134,dart,1878,0.28654,0,0,0.35579,0,0,0.28547,0,0,0.31547,0,0,0.2872,0,0,0.34804,0,0,0.31827,0,0,0.27986,0,0,0.33401,0,0,0.29928,0,0,0.36067,0,0,0.35762,0,0,0.30904,0,0,0.37229,0,0,0.36443,0,0,0.30987,0,0,0.34611,0,0,0.30965,0,0,0.36518,0,0,0.32419,0,0,0.36409,0,0,0.36141,0,0,0.35997,0,0,0.308,0,0,0.32881,0,0
135,dart,366,0.36732,0,0,0.41876,0,0,0.34406,0,0,0.3397,0,0,0.38612,0,0,0.40774,0,0,0.34344,0,0,0.32144,0,0,0.35446,0,0,0.39548,0,0,0.32686,0,0,0.41956,0,0,0.37023,0,0,0.40854,0,0,0.3785,0,0,0.3394,0,0,0.31931,0,0,0.34378,0,0,0.37971,0,0,0.40195,0,0,0.35068,0,0,0.34598,0,0,0.4248,0,0,0.32903,0,0,0.35494,0,0
136,dart,358,0.36059,0,0,0.08512,0,0,0.36235,0,0,0.28912,0,0,0.40124,0,0,0.34213,0,0,0.36113,0,0,0.31395,0,0,0.29503,0,0,0.35659,0,0,0.3823,0,0,0.37549,0,0,0.32432,0,0,0.36005,0,0,0.33316,0,0,0.31953,0,0,0.29329,0,0,0.33785,0,0,0.40685,0,0,0.40435,0,0,0.37886,0,0,0.36045,0,0,0.31048,0,0,0.3874,0,0,0.34016,0,0
137,dart,99,0.28671,0,0,0.32618,0,0,0.32698,0,0,0.35356,0,0,0.324,0,0,0.30224,0,0,0.35645,0,0,0.32731,0,0,0.39638,0,0,0.28427,0,0,0.29468,0,0,0.02872,0,0,0.29131,0,0,0.03933,0,0,0.28586,0,0,0.30537,0,0,0.30791,0,0,0.31644,0,0,0.3084,0,0,0.30255,0,0,0.39199,0,0,0.03466,0,0,0.34504,0,0,0.3931,0,0,0.30126,0,0
138,dart,1024,0.40329,0,0,0.42456,0,0,0.39423,0,0,0.36072,0,0,0.32717,0,0,0.39331,0,0,0.35957,0,0,0.32769,0,0,0.31684,0,0,0.42784,0,0,0.09797,0,0,0.42509,0,0,0.42281,0,0,0.32401,0,0,0.37877,0,0,0.39162,0,0,0.38687,0,0,0.34704,0,0,0.32672,0,0,0.33306,0,0,0.32731,0,0,0.33603,0,0,0.39388,0,0,0.38186,0,0,0.09844,0,0
139,dart,632,0.32836,0,0,0.43203,0,0,0.43675,0,0,0.34994,0,0,0.43677,0,0,0.38794,0,0,0.35425,0,0,0.33699,0,0,0.41207,0,0,0.41053,0,0,0.37139,0,0,0.44818,0,0,0.38875,0,0,0.35674,0,0,0.39064,0,0,0.43931,0,0,0.38514,0,0,0.3517,0,0,0.38514,0,0,0.34862,0,0,0.35095,0,0,0.31299,0,0,0.42515,0,0,0.34161,0,0,0.33798,0,0
140,dart,131,0.2912,0,0,0.29559,0,0,0.31015,0,0,0.28985,0,0,0.27259,0,0,0.28381,0,0,0.30147,0,0,0.29976,0,0,0.38441,0,0,0.28764,0,0,0.32071,0,0,0.281,0,0,0.33015,0,0,0.30899,0,0,0.32185,0,0,0.32143,0,0,0.3334,0,0,0.38496,0,0,0.30478,0,0,0.30019,0,0,0.30064,0,0,0.28205,0,0,0.29144,0,0,0.31472,0,0,0.38842,0,0
141,dart,216,0.31356,0,0,0.42882,0,0,0.32309,0,0,0.34356,0,0,0.4339,0,0,0.32207,0,0,0.06004,0,0,0.51249,0,0,0.44323,0,0,0.43163,0,0,0.40134,0,0,0.39205,0,0,0.29622,0,0,0.42753,0,0,0.32603,0,0,0.5231,0,0,0.3074,0,0,0.39455,0,0,0.05639,0,0,0.39256,0,0,0.37193,0,0,0.43912,0,0,0.39261,0,0,0.51434,0,0,0.32251,0,0
142,dart,59,0.34349,0,0,0.31495,0,0,0.29517,0,0,0.26456,0,0,0.32128,0,0,0.28335,0,0,0.38608,0,0,0.2632,0,0,0.30569,0,0,0.32613,0,0,0.2892,0,0,0.38897,0,0,0.30176,0,0,0.29872,0,0,0.29846,0,0,0.32309,0,0,0.32539,0,0,0.32626,0,0,0.32263,0,0,0.33159,0,0,0.27809,0,0,0.30127,0,0,0.29734,0,0,0.31672,0,0,0.34767,0,0
143,dart,159,0.32148,0,0,0.30085,0,0,0.3373,0,0,0.06307,0,0,0.28052,0,0,0.4068,0,0,0.07375,0,0,0.3367,0,0,0.32175,0,0,0.31383,0,0,0.40631,0,0,0.41378,0,0,0.40464,0,0,0.34226,0,0,0.32549,0,0,0.39965,0,0,0.30288,0,0,0.40626,0,0,0.30071,0,0,0.30583,0,0,0.31848,0,0,0.28708,0,0,0.36313,0,0,0.29295,0,0,0.31899,0,0
144,dart,196,0.34371,0,0,0.35941,0,0,0.36161,0,0,0.32015,0,0,0.29014,0,0,0.33268,0,0,0.33638,0,0,0.36734,0,0,0.2921,0,0,0.33956,0,0,0.3187,0,0,0.33888,0,0,0.39705,0,0,0.32856,0,0,0.33065,0,0,0.3547,0,0,0.34481,0,0,0.27372,0,0,0.30657,0,0,0.33114,0,0,0.37061,0,0,0.36084,0,0,0.30044,0,0,0.36359,0,0,0.40259,0,0
145,dart,703,0.37979,0,0,0.42509,0,0,0.3508,0,0,0.37237,0,0,0.3474,0,0,0.4284,0,0,0.34083,0,0,0.32418,0,0,0.32136,0,0,0.05795,0,0,0.42441,0,0,0.31954,0,0,0.34166,0,0,0.35433,0,0,0.4051,0,0,0.06357,0,0,0.08361,0,0,0.37089,0,0,0.35505,0,0,0.09161,0,0,0.31815,0,0,0.32757,0,0,0.37588,0,0,0.37483,0,0,0.35225,0,0
146,dart,354,0.40508,0,0,0.30795,0,0,0.29546,0,0,0.04371,0,0,0.39949,0,0,0.2809,0,0,0.40052,0,0,0.3006,0,0,0.31498,0,0,0.32048,0,0,0.07318,0,0,0.29674,0,0,0.0566,0,0,0.32425,0,0,0.39709,0,0,0.30694,0,0,0.35445,0,0,0.30239,0,0,0.33402,0,0,0.29487,0,0,0.35211,0,0,0.36437,0,0,0.37549,0,0,0.36987,0,0,0.30386,0,0
147,dart,224,0.41292,0,0,0.31761,0,0,0.3807,0,0,0.34112,0,0,0.39989,0,0,0.04759,0,0,0.36594,0,0,0.40127,0,0,0.31757,0,0,0.32727,0,0,0.31828,0,0,0.29929,0,0,0.2772,0,0,0.29541,0,0,0.34098,0,0,0.34418,0,0,0.29035,0,0,0.36597,0,0,0.36079,0,0,0.30339,0,0,0.40931,0,0,0.31256,0,0,0.35564,0,0,0.41221,0,0,0.31421,0,0
148,dart,727,0.36668,0,0,0.03909,0,0,0.30707,0,0,0.31171,0,0,0.30303,0,0,0.28567,0,0,0.36998,0,0,0.31699,0,0,0.3029,0,0,0.3369,0,0,0.29734,0,0,0.33418,0,0,0.30074,0,0,0.28655,0,0,0.07268,0,0,0.35846,0,0,0.31903,0,0,0.40667,0,0,0.03993,0,0,0.30105,0,0,0.34295,0,0,0.07273,0,0,0.32371,0,0,0.31968,0,0,0.36181,0,0
149,dart,663,0.31065,0,0,0.02246,0,0,0.34055,0,0,0.28182,0,0,0.29299,0,0,0.26696,0,0,0.04103,0,0,0.33547,0,0,0.32242,0,0,0.2965,0,0,0.28372,0,0,0.35897,0,0,0.3584,0,0,0.33339,0,0,0.29502,0,0,0.31917,0,0,0.29771,0,0,0.29606,0,0,0.33438,0,0,0.33953,0,0,0.28837,0,0,0.29296,0,0,0.31095,0,0,0.29401,0,0,0.03292,0,0
150,dart,1019,0.4094,0,0,0.4015,0,0,0.4294,0,0,0.35097,0,0,0.36923,0,0,0.53906,0,0,0.53752,0,0,0.48169,0,0,0.54074,0,0,0.4205,0,0,0.36831,0,0,0.55487,0,0,0.38235,0,0,0.54557,0,0,0.48651,0,0,0.42328,0,0,0.40016,0,0,0.47724,0,0,0.49086,0,0,0.48549,0,0,0.42389,0,0,0.5419,0,0,0.53477,0,0,0.39438,0,0,0.41931,0,0
151,dart,109,0.39219,0,0,0.29763,0,0,0.2966,0,0,0.34658,0,0,0.29532,0,0,0.32159,0,0,0.34747,0,0,0.29448,0,0,0.33412,0,0,0.32574,0,0,0.32955,0,0,0.34262,0,0,0.29687,0,0,0.32557,0,0,0.34556,0,0,0.38837,0,0,0.32782,0,0,0.28481,0,0,0.32754,0,0,0.3026,0,0,0.32463,0,0,0.31261,0,0,0.32593,0,0,0.31988,0,0,0.34698,0,0
152,dart,270,0.30814,0,0,0.3781,0,0,0.31063,0,0,0.29669,0,0,0.40836,0,0,0.31851,0,0,0.05121,0,0,0.27464,0,0,0.40075,0,0,0.33325,0,0,0.1031,0,0,0.2974,0,0,0.33478,0,0,0.06868,0,0,0.29595,0,0,0.30883,0,0,0.42322,0,0,0.32635,0,0,0.35721,0,0,0.32799,0,0,0.08577,0,0,0.32338,0,0,0.30082,0,0,0.36739,0,0,0.33936,0,0
153,dart,296,0.30965,0,0,0.31419,0,0,0.30442,0,0,0.36961,0,0,0.35126,0,0,0.33685,0,0,0.32349,0,0,0.32489,0,0,0.36895,0,0,0.41127,0,0,0.338,0,0,0.33438,0,0,0.31899,0,0,0.28028,0,0,0.34441,0,0,0.4179,0,0,0.34204,0,0,0.36292,0,0,0.36251,0,0,0.40949,0,0,0.327,0,0,0.40726,0,0,0.33795,0,0,0.32134,0,0,0.41156,0,0
