Model,Total_Attempts,Successful_Compilations,Failed_Compilations,Raw_Success_Rate,K_Value,Batch_Size,Avg_Compile@1,Avg_Compile@5,Skipped_Samples
raafatabualazm/decompiler-v6,630,186,444,0.29523809523809524,5,2,0.29523809523809524,0.5555555555555556,3
