Model,Total_Attempts,Successful_Compilations,Failed_Compilations,Raw_Success_Rate,K_Value,Batch_Size,Avg_Compile@1,Avg_Compile@5,Skipped_Samples
Qwen/Qwen3-8B,630,249,381,0.3952380952380952,5,2,0.3952380952380952,0.6031746031746031,3
